"Gene ID","Name","Parent ID","Start Min","End Max","Transcript ID"
"cgd1_1110","7323243","13831221","419","440","cgd1_1110-RA"
"cgd1_1120","7323244","13831222","460","471","cgd1_1120-RA"
"cgd1_1140","7323245","13831224","118","132","cgd1_1140-RA"
"cgd1_1160","7323247","13831226","138","155","cgd1_1160-RA"
"cgd1_1160","7323246","13831226","5","17","cgd1_1160-RA"
"cgd1_1170","7323248","13831227","272","302","cgd1_1170-RA"
"cgd1_1180","7323249","13831228","508","519","cgd1_1180-RA"
"cgd1_1190","7323250","13831229","21","32","cgd1_1190-RA"
"cgd1_120","7322946","13831117","252","276","cgd1_120-RA"
"cgd1_120","7322945","13831117","85","103","cgd1_120-RA"
"cgd1_120","7322944","13831117","6","17","cgd1_120-RA"
"cgd1_1200","7323252","13831230","229","239","cgd1_1200-RA"
"cgd1_1200","7323251","13831230","168","188","cgd1_1200-RA"
"cgd1_1210","7323253","13831231","2","22","cgd1_1210-RA"
"cgd1_1210","7323254","13831231","132","144","cgd1_1210-RA"
"cgd1_1210","7323255","13831231","286","297","cgd1_1210-RA"
"cgd1_1220","7323257","13831232","592","603","cgd1_1220-RA"
"cgd1_1220","7323258","13831232","620","637","cgd1_1220-RA"
"cgd1_1220","7323256","13831232","40","60","cgd1_1220-RA"
"cgd1_1230","7323259","13831233","646","661","cgd1_1230-RA"
"cgd1_1230","7323261","13831233","919","931","cgd1_1230-RA"
"cgd1_1230","7323260","13831233","760","771","cgd1_1230-RA"
"cgd1_1240","7323262","13831234","35","48","cgd1_1240-RA"
"cgd1_1240","7323264","13831234","257","270","cgd1_1240-RA"
"cgd1_1240","7323263","13831234","129","141","cgd1_1240-RA"
"cgd1_1250","7323268","13831235","975","992","cgd1_1250-RA"
"cgd1_1250","7323267","13831235","877","890","cgd1_1250-RA"
"cgd1_1250","7323265","13831235","188","210","cgd1_1250-RA"
"cgd1_1250","7323266","13831235","312","333","cgd1_1250-RA"
"cgd1_1250","7323269","13831235","1563","1574","cgd1_1250-RA"
"cgd1_1250","7323270","13831235","1979","1990","cgd1_1250-RA"
"cgd1_1250","7323271","13831235","2107","2117","cgd1_1250-RA"
"cgd1_1260","7323273","13831236","181","194","cgd1_1260-RA"
"cgd1_1260","7323274","13831236","208","217","cgd1_1260-RA"
"cgd1_1260","7323272","13831236","140","177","cgd1_1260-RA"
"cgd1_1270","7323276","13831237","181","218","cgd1_1270-RA"
"cgd1_1270","7323275","13831237","39","52","cgd1_1270-RA"
"cgd1_1280","7323277","13831238","362","373","cgd1_1280-RA"
"cgd1_1290","7323278","13831239","9","21","cgd1_1290-RA"
"cgd1_1290","7323279","13831239","65","76","cgd1_1290-RA"
"cgd1_130","7322947","13831118","66","77","cgd1_130-RA"
"cgd1_130","7322954","13831118","543","559","cgd1_130-RA"
"cgd1_130","7322953","13831118","497","507","cgd1_130-RA"
"cgd1_130","7322952","13831118","432","468","cgd1_130-RA"
"cgd1_130","7322951","13831118","408","421","cgd1_130-RA"
"cgd1_130","7322950","13831118","355","366","cgd1_130-RA"
"cgd1_130","7322949","13831118","266","296","cgd1_130-RA"
"cgd1_130","7322948","13831118","145","161","cgd1_130-RA"
"cgd1_1300","7323280","13831240","147","160","cgd1_1300-RA"
"cgd1_1300","7323281","13831240","532","546","cgd1_1300-RA"
"cgd1_1310","7323282","13831241","108","122","cgd1_1310-RA"
"cgd1_1320","7323283","13831242","27","42","cgd1_1320-RA"
"cgd1_1330","7323286","13831243","681","690","cgd1_1330-RA"
"cgd1_1330","7323284","13831243","72","93","cgd1_1330-RA"
"cgd1_1330","7323285","13831243","531","542","cgd1_1330-RA"
"cgd1_1340","7323290","13831244","874","884","cgd1_1340-RA"
"cgd1_1340","7323288","13831244","645","660","cgd1_1340-RA"
"cgd1_1340","7323287","13831244","609","617","cgd1_1340-RA"
"cgd1_1340","7323289","13831244","678","692","cgd1_1340-RA"
"cgd1_1350","7323291","13831245","145","160","cgd1_1350-RA"
"cgd1_1360","7323292","13831246","72","95","cgd1_1360-RA"
"cgd1_1380","7323295","13831248","326","338","cgd1_1380-RA"
"cgd1_1380","7323294","13831248","306","319","cgd1_1380-RA"
"cgd1_1380","7323293","13831248","216","233","cgd1_1380-RA"
"cgd1_1390","7323296","13831249","117","130","cgd1_1390-RA"
"cgd1_140","7322955","13831119","7","23","cgd1_140-RA"
"cgd1_140","7322956","13831119","517","531","cgd1_140-RA"
"cgd1_140","7322957","13831119","539","556","cgd1_140-RA"
"cgd1_140","7322962","13831119","941","955","cgd1_140-RA"
"cgd1_140","7322961","13831119","899","909","cgd1_140-RA"
"cgd1_140","7322960","13831119","855","867","cgd1_140-RA"
"cgd1_140","7322959","13831119","765","826","cgd1_140-RA"
"cgd1_140","7322958","13831119","577","609","cgd1_140-RA"
"cgd1_1400","7323300","13831250","807","820","cgd1_1400-RA"
"cgd1_1400","7323299","13831250","437","448","cgd1_1400-RA"
"cgd1_1400","7323297","13831250","109","127","cgd1_1400-RA"
"cgd1_1400","7323298","13831250","254","266","cgd1_1400-RA"
"cgd1_1420","7323302","13831252","461","478","cgd1_1420-RA"
"cgd1_1420","7323301","13831252","419","430","cgd1_1420-RA"
"cgd1_1433","7323303","13831253","77","89","cgd1_1433-RA"
"cgd1_1433","7323305","13831253","228","238","cgd1_1433-RA"
"cgd1_1433","7323306","13831253","392","401","cgd1_1433-RA"
"cgd1_1433","7323304","13831253","169","184","cgd1_1433-RA"
"cgd1_1450","7323308","13831254","314","327","cgd1_1450-RA"
"cgd1_1450","7323307","13831254","6","17","cgd1_1450-RA"
"cgd1_1450","7323309","13831254","527","538","cgd1_1450-RA"
"cgd1_1460","7323313","13831255","908","919","cgd1_1460-RA"
"cgd1_1460","7323312","13831255","410","423","cgd1_1460-RA"
"cgd1_1460","7323311","13831255","67","76","cgd1_1460-RA"
"cgd1_1460","7323310","13831255","42","54","cgd1_1460-RA"
"cgd1_1470","7323316","13831256","559","572","cgd1_1470-RA"
"cgd1_1470","7323315","13831256","522","535","cgd1_1470-RA"
"cgd1_1470","7323314","13831256","46","65","cgd1_1470-RA"
"cgd1_1480","7323317","13831257","201","213","cgd1_1480-RA"
"cgd1_1490","7323318","13831258","106","112","cgd1_1490-RA"
"cgd1_1490","7323319","13831258","504","522","cgd1_1490-RA"
"cgd1_150","7322966","13831120","485","536","cgd1_150-RA"
"cgd1_150","7322965","13831120","381","394","cgd1_150-RA"
"cgd1_150","7322964","13831120","299","320","cgd1_150-RA"
"cgd1_150","7322963","13831120","209","233","cgd1_150-RA"
"cgd1_150","7322972","13831120","931","952","cgd1_150-RA"
"cgd1_150","7322971","13831120","839","859","cgd1_150-RA"
"cgd1_150","7322967","13831120","636","656","cgd1_150-RA"
"cgd1_150","7322968","13831120","659","675","cgd1_150-RA"
"cgd1_150","7322969","13831120","698","713","cgd1_150-RA"
"cgd1_150","7322970","13831120","797","810","cgd1_150-RA"
"cgd1_1510","7323321","13831260","246","267","cgd1_1510-RA"
"cgd1_1510","7323320","13831260","187","207","cgd1_1510-RA"
"cgd1_1520","7323327","13831261","734","746","cgd1_1520-RA"
"cgd1_1520","7323328","13831261","783","793","cgd1_1520-RA"
"cgd1_1520","7323329","13831261","993","1012","cgd1_1520-RA"
"cgd1_1520","7323330","13831261","1146","1164","cgd1_1520-RA"
"cgd1_1520","7323331","13831261","1238","1248","cgd1_1520-RA"
"cgd1_1520","7323332","13831261","1261","1272","cgd1_1520-RA"
"cgd1_1520","7323333","13831261","1324","1335","cgd1_1520-RA"
"cgd1_1520","7323334","13831261","1339","1360","cgd1_1520-RA"
"cgd1_1520","7323335","13831261","1664","1677","cgd1_1520-RA"
"cgd1_1520","7323336","13831261","1716","1732","cgd1_1520-RA"
"cgd1_1520","7323322","13831261","11","27","cgd1_1520-RA"
"cgd1_1520","7323323","13831261","206","217","cgd1_1520-RA"
"cgd1_1520","7323324","13831261","294","305","cgd1_1520-RA"
"cgd1_1520","7323325","13831261","372","386","cgd1_1520-RA"
"cgd1_1520","7323326","13831261","561","576","cgd1_1520-RA"
"cgd1_1520","7323348","13831261","2866","2880","cgd1_1520-RA"
"cgd1_1520","7323347","13831261","2668","2693","cgd1_1520-RA"
"cgd1_1520","7323346","13831261","2611","2619","cgd1_1520-RA"
"cgd1_1520","7323345","13831261","2340","2418","cgd1_1520-RA"
"cgd1_1520","7323344","13831261","2278","2291","cgd1_1520-RA"
"cgd1_1520","7323343","13831261","2219","2230","cgd1_1520-RA"
"cgd1_1520","7323342","13831261","2129","2139","cgd1_1520-RA"
"cgd1_1520","7323341","13831261","2112","2124","cgd1_1520-RA"
"cgd1_1520","7323340","13831261","1974","1987","cgd1_1520-RA"
"cgd1_1520","7323339","13831261","1768","1788","cgd1_1520-RA"
"cgd1_1520","7323337","13831261","1735","1747","cgd1_1520-RA"
"cgd1_1520","7323338","13831261","1755","1764","cgd1_1520-RA"
"cgd1_1530","7323350","13831262","513","528","cgd1_1530-RA"
"cgd1_1530","7323349","13831262","79","93","cgd1_1530-RA"
"cgd1_1530","7323351","13831262","532","545","cgd1_1530-RA"
"cgd1_1540","7323352","13831263","589","606","cgd1_1540-RA"
"cgd1_1550","7323353","13831264","11","27","cgd1_1550-RA"
"cgd1_1550","7323354","13831264","597","610","cgd1_1550-RA"
"cgd1_1560","7323356","13831265","115","150","cgd1_1560-RA"
"cgd1_1560","7323355","13831265","92","111","cgd1_1560-RA"
"cgd1_1570","7323361","13831266","269","295","cgd1_1570-RA"
"cgd1_1570","7323360","13831266","198","256","cgd1_1570-RA"
"cgd1_1570","7323359","13831266","173","194","cgd1_1570-RA"
"cgd1_1570","7323358","13831266","93","160","cgd1_1570-RA"
"cgd1_1570","7323362","13831266","324","335","cgd1_1570-RA"
"cgd1_1570","7323357","13831266","44","63","cgd1_1570-RA"
"cgd1_1580","7323363","13831267","37","47","cgd1_1580-RA"
"cgd1_1580","7323364","13831267","146","150","cgd1_1580-RA"
"cgd1_1580","7323365","13831267","270","289","cgd1_1580-RA"
"cgd1_1580","7323366","13831267","459","473","cgd1_1580-RA"
"cgd1_1580","7323367","13831267","541","561","cgd1_1580-RA"
"cgd1_1580","7323368","13831267","582","610","cgd1_1580-RA"
"cgd1_1580","7323369","13831267","615","644","cgd1_1580-RA"
"cgd1_1580","7323370","13831267","708","723","cgd1_1580-RA"
"cgd1_1580","7323371","13831267","728","748","cgd1_1580-RA"
"cgd1_1580","7323372","13831267","814","838","cgd1_1580-RA"
"cgd1_1580","7323373","13831267","853","873","cgd1_1580-RA"
"cgd1_1580","7323374","13831267","888","905","cgd1_1580-RA"
"cgd1_1590","7323375","13831268","180","190","cgd1_1590-RA"
"cgd1_160","7322973","13831121","11","22","cgd1_160-RA"
"cgd1_160","7322976","13831121","897","909","cgd1_160-RA"
"cgd1_160","7322975","13831121","508","526","cgd1_160-RA"
"cgd1_160","7322974","13831121","471","484","cgd1_160-RA"
"cgd1_1610","7323376","13831270","67","73","cgd1_1610-RA"
"cgd1_1610","7323377","13831270","97","113","cgd1_1610-RA"
"cgd1_1630","7323379","13831272","148","162","cgd1_1630-RA"
"cgd1_1630","7323378","13831272","43","53","cgd1_1630-RA"
"cgd1_1640","7323384","13831273","2198","2209","cgd1_1640-RA"
"cgd1_1640","7323385","13831273","2872","2883","cgd1_1640-RA"
"cgd1_1640","7323381","13831273","792","806","cgd1_1640-RA"
"cgd1_1640","7323382","13831273","1849","1860","cgd1_1640-RA"
"cgd1_1640","7323383","13831273","2097","2110","cgd1_1640-RA"
"cgd1_1640","7323380","13831273","330","346","cgd1_1640-RA"
"cgd1_1660","7323386","13831275","22","31","cgd1_1660-RA"
"cgd1_1670","7323387","13831276","2","17","cgd1_1670-RA"
"cgd1_1680","7323388","13831277","2","25","cgd1_1680-RA"
"cgd1_1690","7323393","13831278","341","352","cgd1_1690-RA"
"cgd1_1690","7323395","13831278","400","422","cgd1_1690-RA"
"cgd1_1690","7323389","13831278","61","74","cgd1_1690-RA"
"cgd1_1690","7323392","13831278","277","296","cgd1_1690-RA"
"cgd1_1690","7323391","13831278","184","201","cgd1_1690-RA"
"cgd1_1690","7323390","13831278","118","131","cgd1_1690-RA"
"cgd1_1690","7323394","13831278","381","394","cgd1_1690-RA"
"cgd1_170","7322977","13831122","83","99","cgd1_170-RA"
"cgd1_1700","7323396","13831279","408","413","cgd1_1700-RA"
"cgd1_1720","7323403","13831281","1639","1651","cgd1_1720-RA"
"cgd1_1720","7323401","13831281","1430","1441","cgd1_1720-RA"
"cgd1_1720","7323402","13831281","1603","1609","cgd1_1720-RA"
"cgd1_1720","7323400","13831281","780","801","cgd1_1720-RA"
"cgd1_1720","7323399","13831281","698","713","cgd1_1720-RA"
"cgd1_1720","7323398","13831281","285","300","cgd1_1720-RA"
"cgd1_1720","7323397","13831281","68","84","cgd1_1720-RA"
"cgd1_1750","7323406","13831284","87","101","cgd1_1750-RA"
"cgd1_1750","7323407","13831284","359","374","cgd1_1750-RA"
"cgd1_1750","7323408","13831284","466","494","cgd1_1750-RA"
"cgd1_1750","7323404","13831284","38","58","cgd1_1750-RA"
"cgd1_1750","7323405","13831284","67","77","cgd1_1750-RA"
"cgd1_1760","7323409","13831285","62","73","cgd1_1760-RA"
"cgd1_1790","7323414","13831288","374","389","cgd1_1790-RA"
"cgd1_1790","7323413","13831288","314","331","cgd1_1790-RA"
"cgd1_1790","7323412","13831288","122","136","cgd1_1790-RA"
"cgd1_1790","7323411","13831288","64","75","cgd1_1790-RA"
"cgd1_1790","7323410","13831288","41","52","cgd1_1790-RA"
"cgd1_1790","7323415","13831288","492","505","cgd1_1790-RA"
"cgd1_180","7322978","13831123","66","95","cgd1_180-RA"
"cgd1_180","7322981","13831123","357","373","cgd1_180-RA"
"cgd1_180","7322980","13831123","235","247","cgd1_180-RA"
"cgd1_180","7322979","13831123","112","124","cgd1_180-RA"
"cgd1_1800","7323416","13831289","91","101","cgd1_1800-RA"
"cgd1_1810","7323418","13831290","210","223","cgd1_1810-RA"
"cgd1_1810","7323417","13831290","127","138","cgd1_1810-RA"
"cgd1_1820","7323420","13831291","121","135","cgd1_1820-RA"
"cgd1_1820","7323419","13831291","75","86","cgd1_1820-RA"
"cgd1_1830","7323421","13831292","133","147","cgd1_1830-RA"
"cgd1_1840","7323423","13831293","516","530","cgd1_1840-RA"
"cgd1_1840","7323424","13831293","839","851","cgd1_1840-RA"
"cgd1_1840","7323422","13831293","210","225","cgd1_1840-RA"
"cgd1_1870","7323426","13831296","169","181","cgd1_1870-RA"
"cgd1_1870","7323425","13831296","3","12","cgd1_1870-RA"
"cgd1_1870","7323427","13831296","401","412","cgd1_1870-RA"
"cgd1_1880","7323428","13831297","24","40","cgd1_1880-RA"
"cgd1_190","7322982","13831124","262","281","cgd1_190-RA"
"cgd1_190","7322983","13831124","467","480","cgd1_190-RA"
"cgd1_1920","7323432","13831301","1580","1592","cgd1_1920-RA"
"cgd1_1920","7323433","13831301","1645","1660","cgd1_1920-RA"
"cgd1_1920","7323434","13831301","1758","1769","cgd1_1920-RA"
"cgd1_1920","7323435","13831301","1866","1875","cgd1_1920-RA"
"cgd1_1920","7323436","13831301","1931","1942","cgd1_1920-RA"
"cgd1_1920","7323437","13831301","2135","2157","cgd1_1920-RA"
"cgd1_1920","7323438","13831301","2853","2866","cgd1_1920-RA"
"cgd1_1920","7323439","13831301","3112","3122","cgd1_1920-RA"
"cgd1_1920","7323440","13831301","3153","3164","cgd1_1920-RA"
"cgd1_1920","7323441","13831301","3176","3190","cgd1_1920-RA"
"cgd1_1920","7323442","13831301","3235","3250","cgd1_1920-RA"
"cgd1_1920","7323443","13831301","3315","3326","cgd1_1920-RA"
"cgd1_1920","7323444","13831301","3508","3519","cgd1_1920-RA"
"cgd1_1920","7323445","13831301","3906","3923","cgd1_1920-RA"
"cgd1_1920","7323446","13831301","4046","4061","cgd1_1920-RA"
"cgd1_1920","7323431","13831301","1255","1262","cgd1_1920-RA"
"cgd1_1920","7323429","13831301","697","710","cgd1_1920-RA"
"cgd1_1920","7323430","13831301","935","946","cgd1_1920-RA"
"cgd1_1930","7323447","13831302","385","400","cgd1_1930-RA"
"cgd1_1940","7323448","13831303","114","128","cgd1_1940-RA"
"cgd1_1960","7323449","13831305","177","190","cgd1_1960-RA"
"cgd1_1980","7323450","13831307","257","274","cgd1_1980-RA"
"cgd1_1980","7323451","13831307","437","447","cgd1_1980-RA"
"cgd1_20","7322920","13831107","210","223","cgd1_20-RA"
"cgd1_20","7322923","13831107","407","419","cgd1_20-RA"
"cgd1_20","7322922","13831107","380","393","cgd1_20-RA"
"cgd1_20","7322921","13831107","226","247","cgd1_20-RA"
"cgd1_20","7322919","13831107","171","182","cgd1_20-RA"
"cgd1_200","7322984","13831125","101","116","cgd1_200-RA"
"cgd1_2000","7323454","13831309","464","475","cgd1_2000-RA"
"cgd1_2000","7323453","13831309","391","406","cgd1_2000-RA"
"cgd1_2000","7323452","13831309","45","65","cgd1_2000-RA"
"cgd1_2010","7323455","13831310","11","22","cgd1_2010-RA"
"cgd1_2010","7323456","13831310","342","350","cgd1_2010-RA"
"cgd1_2020","7323457","13831311","78","93","cgd1_2020-RA"
"cgd1_2030","7323458","13831312","59","73","cgd1_2030-RA"
"cgd1_2030","7323460","13831312","320","332","cgd1_2030-RA"
"cgd1_2030","7323459","13831312","261","274","cgd1_2030-RA"
"cgd1_2030","7323462","13831312","488","505","cgd1_2030-RA"
"cgd1_2030","7323461","13831312","403","420","cgd1_2030-RA"
"cgd1_2040","7323463","13831313","261","271","cgd1_2040-RA"
"cgd1_2050","7323464","13831314","217","232","cgd1_2050-RA"
"cgd1_2070","7323466","13831316","365","376","cgd1_2070-RA"
"cgd1_2070","7323465","13831316","321","332","cgd1_2070-RA"
"cgd1_2080","7323467","13831317","8","31","cgd1_2080-RA"
"cgd1_210","7322985","13831127","114","130","cgd1_210-RA"
"cgd1_2100","7323469","13831319","272","285","cgd1_2100-RA"
"cgd1_2100","7323468","13831319","182","197","cgd1_2100-RA"
"cgd1_2100","7323470","13831319","297","314","cgd1_2100-RA"
"cgd1_2100","7323473","13831319","447","455","cgd1_2100-RA"
"cgd1_2100","7323472","13831319","403","418","cgd1_2100-RA"
"cgd1_2100","7323471","13831319","386","395","cgd1_2100-RA"
"cgd1_2110","7323478","13831320","906","921","cgd1_2110-RA"
"cgd1_2110","7323477","13831320","766","780","cgd1_2110-RA"
"cgd1_2110","7323475","13831320","480","490","cgd1_2110-RA"
"cgd1_2110","7323476","13831320","699","712","cgd1_2110-RA"
"cgd1_2110","7323474","13831320","408","428","cgd1_2110-RA"
"cgd1_2120","7323480","13831321","606","622","cgd1_2120-RA"
"cgd1_2120","7323479","13831321","268","287","cgd1_2120-RA"
"cgd1_2130","7323481","13831322","277","288","cgd1_2130-RA"
"cgd1_2130","7323482","13831322","616","634","cgd1_2130-RA"
"cgd1_2140","7323483","13831323","168","181","cgd1_2140-RA"
"cgd1_2150","7323484","13831324","163","176","cgd1_2150-RA"
"cgd1_2150","7323485","13831324","475","488","cgd1_2150-RA"
"cgd1_2160","7323486","13831325","356","362","cgd1_2160-RA"
"cgd1_2170","7323487","13831326","236","249","cgd1_2170-RA"
"cgd1_2180","7323488","13831327","7","19","cgd1_2180-RA"
"cgd1_2180","7323489","13831327","214","230","cgd1_2180-RA"
"cgd1_2190","7323490","13831328","358","381","cgd1_2190-RA"
"cgd1_2190","7323491","13831328","388","399","cgd1_2190-RA"
"cgd1_2190","7323492","13831328","425","441","cgd1_2190-RA"
"cgd1_2190","7323493","13831328","447","459","cgd1_2190-RA"
"cgd1_2190","7323494","13831328","543","563","cgd1_2190-RA"
"cgd1_2190","7323496","13831328","606","635","cgd1_2190-RA"
"cgd1_2190","7323495","13831328","565","588","cgd1_2190-RA"
"cgd1_2200","7323497","13831329","99","110","cgd1_2200-RA"
"cgd1_2200","7323498","13831329","187","195","cgd1_2200-RA"
"cgd1_2200","7323499","13831329","294","305","cgd1_2200-RA"
"cgd1_2210","7323500","13831330","70","82","cgd1_2210-RA"
"cgd1_2240","7323501","13831333","3","21","cgd1_2240-RA"
"cgd1_2270","7323502","13831336","3","16","cgd1_2270-RA"
"cgd1_2270","7323503","13831336","81","90","cgd1_2270-RA"
"cgd1_2290","7323504","13831338","122","140","cgd1_2290-RA"
"cgd1_2290","7323505","13831338","146","154","cgd1_2290-RA"
"cgd1_2290","7323506","13831338","166","170","cgd1_2290-RA"
"cgd1_2290","7323507","13831338","454","466","cgd1_2290-RA"
"cgd1_2290","7323508","13831338","551","564","cgd1_2290-RA"
"cgd1_230","7322986","13831129","223","234","cgd1_230-RA"
"cgd1_2300","7323517","13831340","1222","1235","cgd1_2300-RA"
"cgd1_2300","7323516","13831340","1172","1183","cgd1_2300-RA"
"cgd1_2300","7323515","13831340","1129","1139","cgd1_2300-RA"
"cgd1_2300","7323514","13831340","1085","1097","cgd1_2300-RA"
"cgd1_2300","7323511","13831340","451","463","cgd1_2300-RA"
"cgd1_2300","7323512","13831340","679","692","cgd1_2300-RA"
"cgd1_2300","7323509","13831340","28","36","cgd1_2300-RA"
"cgd1_2300","7323510","13831340","49","61","cgd1_2300-RA"
"cgd1_2300","7323518","13831340","1534","1549","cgd1_2300-RA"
"cgd1_2300","7323513","13831340","998","1011","cgd1_2300-RA"
"cgd1_2313","7323519","13831342","43","63","cgd1_2313-RA"
"cgd1_2330","7323522","13831344","242","251","cgd1_2330-RA"
"cgd1_2330","7323521","13831344","174","186","cgd1_2330-RA"
"cgd1_2330","7323520","13831344","74","92","cgd1_2330-RA"
"cgd1_2370","7323524","13831348","82","95","cgd1_2370-RA"
"cgd1_2370","7323523","13831348","8","24","cgd1_2370-RA"
"cgd1_2380","7323526","13831349","510","528","cgd1_2380-RA"
"cgd1_2380","7323525","13831349","139","148","cgd1_2380-RA"
"cgd1_2390","7323527","13831350","202","216","cgd1_2390-RA"
"cgd1_2400","7323528","13831351","108","139","cgd1_2400-RA"
